states,actions,rewards,dones,next_states,log_probs
"[0.5655324  0.64680046 0.58707786 0.3440264  0.5531111  0.56747127
 0.6460662  0.5873118  0.34469292 0.5531111  0.5692942  0.64536375
 0.5876234  0.34525415 0.5531111  0.5709854  0.64459175 0.58795005
 0.34558657 0.5531111  0.5725291  0.64384377 0.58823115 0.34574607
 0.5531111 ]","tf.Tensor([[0.32769963]], shape=(1, 1), dtype=float32)",-0.6154368132352829,False,"[0.56747127 0.6460662  0.5873118  0.34469292 0.5531111  0.5692942
 0.64536375 0.5876234  0.34525415 0.5531111  0.5709854  0.64459175
 0.58795005 0.34558657 0.5531111  0.5725291  0.64384377 0.58823115
 0.34574607 0.5531111  0.57471126 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.6564874]], shape=(1, 1), dtype=float32)"
"[0.56747127 0.6460662  0.5873118  0.34469292 0.5531111  0.5692942
 0.64536375 0.5876234  0.34525415 0.5531111  0.5709854  0.64459175
 0.58795005 0.34558657 0.5531111  0.5725291  0.64384377 0.58823115
 0.34574607 0.5531111  0.57471126 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.606382355093956,False,"[0.5692942  0.64536375 0.5876234  0.34525415 0.5531111  0.5709854
 0.64459175 0.58795005 0.34558657 0.5531111  0.5725291  0.64384377
 0.58823115 0.34574607 0.5531111  0.57471126 0.         0.
 0.         0.4024934  0.5736124  0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.71877]], shape=(1, 1), dtype=float32)"
"[0.5692942  0.64536375 0.5876234  0.34525415 0.5531111  0.5709854
 0.64459175 0.58795005 0.34558657 0.5531111  0.5725291  0.64384377
 0.58823115 0.34574607 0.5531111  0.57471126 0.         0.
 0.         0.4024934  0.5736124  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.41991976]], shape=(1, 1), dtype=float32)",-0.6132024198770523,False,"[0.5709854  0.64459175 0.58795005 0.34558657 0.5531111  0.5725291
 0.64384377 0.58823115 0.34574607 0.5531111  0.57471126 0.
 0.         0.         0.4024934  0.5736124  0.         0.
 0.         0.4024934  0.57121044 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.5288201]], shape=(1, 1), dtype=float32)"
"[0.5709854  0.64459175 0.58795005 0.34558657 0.5531111  0.5725291
 0.64384377 0.58823115 0.34574607 0.5531111  0.57471126 0.
 0.         0.         0.4024934  0.5736124  0.         0.
 0.         0.4024934  0.57121044 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.602960792183876,False,"[0.5725291  0.64384377 0.58823115 0.34574607 0.5531111  0.57471126
 0.         0.         0.         0.4024934  0.5736124  0.
 0.         0.         0.4024934  0.57121044 0.         0.
 0.         0.4024934  0.5609688  0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.323652]], shape=(1, 1), dtype=float32)"
"[0.5725291  0.64384377 0.58823115 0.34574607 0.5531111  0.57471126
 0.         0.         0.         0.4024934  0.5736124  0.
 0.         0.         0.4024934  0.57121044 0.         0.
 0.         0.4024934  0.5609688  0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.6549508333206177,False,"[0.57471126 0.         0.         0.         0.4024934  0.5736124
 0.         0.         0.         0.4024934  0.57121044 0.
 0.         0.         0.4024934  0.5609688  0.         0.
 0.         0.4024934  0.55495083 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.29152]], shape=(1, 1), dtype=float32)"
"[0.57471126 0.         0.         0.         0.4024934  0.5736124
 0.         0.         0.         0.4024934  0.57121044 0.
 0.         0.         0.4024934  0.5609688  0.         0.
 0.         0.4024934  0.55495083 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.96292114]], shape=(1, 1), dtype=float32)",-0.5456699132919312,False,"[0.5736124  0.         0.         0.         0.4024934  0.57121044
 0.         0.         0.         0.4024934  0.5609688  0.
 0.         0.         0.4024934  0.55495083 0.         0.
 0.         0.4024934  0.541962   0.         0.         0.
 0.4024934 ]","tf.Tensor([[2.340382]], shape=(1, 1), dtype=float32)"
"[0.5736124  0.         0.         0.         0.4024934  0.57121044
 0.         0.         0.         0.4024934  0.5609688  0.
 0.         0.         0.4024934  0.55495083 0.         0.
 0.         0.4024934  0.541962   0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.5195279717445374,False,"[0.57121044 0.         0.         0.         0.4024934  0.5609688
 0.         0.         0.         0.4024934  0.55495083 0.
 0.         0.         0.4024934  0.541962   0.         0.
 0.         0.4024934  0.5158201  0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.430752]], shape=(1, 1), dtype=float32)"
"[0.57121044 0.         0.         0.         0.4024934  0.5609688
 0.         0.         0.         0.4024934  0.55495083 0.
 0.         0.         0.4024934  0.541962   0.         0.
 0.         0.4024934  0.5158201  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.34654796]], shape=(1, 1), dtype=float32)",-0.5474958777427673,False,"[0.5609688  0.         0.         0.         0.4024934  0.55495083
 0.         0.         0.         0.4024934  0.541962   0.
 0.         0.         0.4024934  0.5158201  0.         0.
 0.         0.4024934  0.48215067 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.6219481]], shape=(1, 1), dtype=float32)"
"[0.5609688  0.         0.         0.         0.4024934  0.55495083
 0.         0.         0.         0.4024934  0.541962   0.
 0.         0.         0.4024934  0.5158201  0.         0.
 0.         0.4024934  0.48215067 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.37365282]], shape=(1, 1), dtype=float32)",-0.47047495245933535,False,"[0.55495083 0.         0.         0.         0.4024934  0.541962
 0.         0.         0.         0.4024934  0.5158201  0.
 0.         0.         0.4024934  0.48215067 0.         0.
 0.         0.4024934  0.46776447 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.5953274]], shape=(1, 1), dtype=float32)"
"[0.55495083 0.         0.         0.         0.4024934  0.541962
 0.         0.         0.         0.4024934  0.5158201  0.
 0.         0.         0.4024934  0.48215067 0.         0.
 0.         0.4024934  0.46776447 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.5056213676929474,False,"[0.541962   0.         0.         0.         0.4024934  0.5158201
 0.         0.         0.         0.4024934  0.48215067 0.
 0.         0.         0.4024934  0.46776447 0.         0.
 0.         0.4024934  0.4682561  0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.413036]], shape=(1, 1), dtype=float32)"
"[0.541962   0.         0.         0.         0.4024934  0.5158201
 0.         0.         0.         0.4024934  0.48215067 0.
 0.         0.         0.4024934  0.46776447 0.         0.
 0.         0.4024934  0.4682561  0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.5752458333969116,False,"[0.5158201  0.         0.         0.         0.4024934  0.48215067
 0.         0.         0.         0.4024934  0.46776447 0.
 0.         0.         0.4024934  0.4682561  0.         0.
 0.         0.4024934  0.47524583 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.51018]], shape=(1, 1), dtype=float32)"
"[0.5158201  0.         0.         0.         0.4024934  0.48215067
 0.         0.         0.         0.4024934  0.46776447 0.
 0.         0.         0.4024934  0.4682561  0.         0.
 0.         0.4024934  0.47524583 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.5657674729824066,False,"[0.48215067 0.         0.         0.         0.4024934  0.46776447
 0.         0.         0.         0.4024934  0.4682561  0.
 0.         0.         0.4024934  0.47524583 0.         0.
 0.         0.4024934  0.46576747 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.36978]], shape=(1, 1), dtype=float32)"
"[0.48215067 0.         0.         0.         0.4024934  0.46776447
 0.         0.         0.         0.4024934  0.4682561  0.
 0.         0.         0.4024934  0.47524583 0.         0.
 0.         0.4024934  0.46576747 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.4621378481388092,False,"[0.46776447 0.         0.         0.         0.4024934  0.4682561
 0.         0.         0.         0.4024934  0.47524583 0.
 0.         0.         0.4024934  0.46576747 0.         0.
 0.         0.4024934  0.46213785 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.759548]], shape=(1, 1), dtype=float32)"
"[0.46776447 0.         0.         0.         0.4024934  0.4682561
 0.         0.         0.         0.4024934  0.47524583 0.
 0.         0.         0.4024934  0.46576747 0.         0.
 0.         0.4024934  0.46213785 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.7888696]], shape=(1, 1), dtype=float32)",-0.5430958032608032,False,"[0.4682561  0.         0.         0.         0.4024934  0.47524583
 0.         0.         0.         0.4024934  0.46576747 0.
 0.         0.         0.4024934  0.46213785 0.         0.
 0.         0.4024934  0.46420884 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8794381]], shape=(1, 1), dtype=float32)"
"[0.4682561  0.         0.         0.         0.4024934  0.47524583
 0.         0.         0.         0.4024934  0.46576747 0.
 0.         0.         0.4024934  0.46213785 0.         0.
 0.         0.4024934  0.46420884 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.7653291]], shape=(1, 1), dtype=float32)",-0.4601751506328583,False,"[0.47524583 0.         0.         0.         0.4024934  0.46576747
 0.         0.         0.         0.4024934  0.46213785 0.
 0.         0.         0.4024934  0.46420884 0.         0.
 0.         0.4024934  0.4578211  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.811636]], shape=(1, 1), dtype=float32)"
"[0.47524583 0.         0.         0.         0.4024934  0.46576747
 0.         0.         0.         0.4024934  0.46213785 0.
 0.         0.         0.4024934  0.46420884 0.         0.
 0.         0.4024934  0.4578211  0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.4667248368263245,False,"[0.46576747 0.         0.         0.         0.4024934  0.46213785
 0.         0.         0.         0.4024934  0.46420884 0.
 0.         0.         0.4024934  0.4578211  0.         0.
 0.         0.4024934  0.44325775 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.516842]], shape=(1, 1), dtype=float32)"
"[0.46576747 0.         0.         0.         0.4024934  0.46213785
 0.         0.         0.         0.4024934  0.46420884 0.
 0.         0.         0.4024934  0.4578211  0.         0.
 0.         0.4024934  0.44325775 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.41420868039131165,False,"[0.46213785 0.         0.         0.         0.4024934  0.46420884
 0.         0.         0.         0.4024934  0.4578211  0.
 0.         0.         0.4024934  0.44325775 0.         0.
 0.         0.4024934  0.41420868 0.         0.         0.
 0.4024934 ]","tf.Tensor([[15.898867]], shape=(1, 1), dtype=float32)"
"[0.46213785 0.         0.         0.         0.4024934  0.46420884
 0.         0.         0.         0.4024934  0.4578211  0.
 0.         0.         0.4024934  0.44325775 0.         0.
 0.         0.4024934  0.41420868 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8187485]], shape=(1, 1), dtype=float32)",-0.3978737950325012,False,"[0.46420884 0.         0.         0.         0.4024934  0.4578211
 0.         0.         0.         0.4024934  0.44325775 0.
 0.         0.         0.4024934  0.41420868 0.         0.
 0.         0.4024934  0.37974864 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.9873732]], shape=(1, 1), dtype=float32)"
"[0.46420884 0.         0.         0.         0.4024934  0.4578211
 0.         0.         0.         0.4024934  0.44325775 0.
 0.         0.         0.4024934  0.41420868 0.         0.
 0.         0.4024934  0.37974864 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.4346768856048584,False,"[0.4578211  0.         0.         0.         0.4024934  0.44325775
 0.         0.         0.         0.4024934  0.41420868 0.
 0.         0.         0.4024934  0.37974864 0.         0.
 0.         0.4024934  0.35280204 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.052027]], shape=(1, 1), dtype=float32)"
"[0.4578211  0.         0.         0.         0.4024934  0.44325775
 0.         0.         0.         0.4024934  0.41420868 0.
 0.         0.         0.4024934  0.37974864 0.         0.
 0.         0.4024934  0.35280204 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.4544989824295044,False,"[0.44325775 0.         0.         0.         0.4024934  0.41420868
 0.         0.         0.         0.4024934  0.37974864 0.
 0.         0.         0.4024934  0.35280204 0.         0.
 0.         0.4024934  0.35449898 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.163857]], shape=(1, 1), dtype=float32)"
"[0.44325775 0.         0.         0.         0.4024934  0.41420868
 0.         0.         0.         0.4024934  0.37974864 0.
 0.         0.         0.4024934  0.35280204 0.         0.
 0.         0.4024934  0.35449898 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.44272003]], shape=(1, 1), dtype=float32)",-0.4020960688591003,False,"[0.41420868 0.         0.         0.         0.4024934  0.37974864
 0.         0.         0.         0.4024934  0.35280204 0.
 0.         0.         0.4024934  0.35449898 0.         0.
 0.         0.4024934  0.34636807 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.5519604]], shape=(1, 1), dtype=float32)"
"[0.41420868 0.         0.         0.         0.4024934  0.37974864
 0.         0.         0.         0.4024934  0.35280204 0.
 0.         0.         0.4024934  0.35449898 0.         0.
 0.         0.4024934  0.34636807 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8997265]], shape=(1, 1), dtype=float32)",-0.38447419703006747,False,"[0.37974864 0.         0.         0.         0.4024934  0.35280204
 0.         0.         0.         0.4024934  0.35449898 0.
 0.         0.         0.4024934  0.34636807 0.         0.
 0.         0.4024934  0.33877355 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.4575849]], shape=(1, 1), dtype=float32)"
"[0.37974864 0.         0.         0.         0.4024934  0.35280204
 0.         0.         0.         0.4024934  0.35449898 0.
 0.         0.         0.4024934  0.34636807 0.         0.
 0.         0.4024934  0.33877355 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.28457695]], shape=(1, 1), dtype=float32)",-0.381855708360672,False,"[0.35280204 0.         0.         0.         0.4024934  0.35449898
 0.         0.         0.         0.4024934  0.34636807 0.
 0.         0.         0.4024934  0.33877355 0.         0.
 0.         0.4024934  0.32034075 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.71759355]], shape=(1, 1), dtype=float32)"
"[0.35280204 0.         0.         0.         0.4024934  0.35449898
 0.         0.         0.         0.4024934  0.34636807 0.
 0.         0.         0.4024934  0.33877355 0.         0.
 0.         0.4024934  0.32034075 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.3393863081932068,False,"[0.35449898 0.         0.         0.         0.4024934  0.34636807
 0.         0.         0.         0.4024934  0.33877355 0.
 0.         0.         0.4024934  0.32034075 0.         0.
 0.         0.4024934  0.3109286  0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.283096]], shape=(1, 1), dtype=float32)"
"[0.35449898 0.         0.         0.         0.4024934  0.34636807
 0.         0.         0.         0.4024934  0.33877355 0.
 0.         0.         0.4024934  0.32034075 0.         0.
 0.         0.4024934  0.3109286  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.31630921363830566,False,"[0.34636807 0.         0.         0.         0.4024934  0.33877355
 0.         0.         0.         0.4024934  0.32034075 0.
 0.         0.         0.4024934  0.3109286  0.         0.
 0.         0.4024934  0.3163092  0.         0.         0.
 0.4024934 ]","tf.Tensor([[12.479288]], shape=(1, 1), dtype=float32)"
"[0.34636807 0.         0.         0.         0.4024934  0.33877355
 0.         0.         0.         0.4024934  0.32034075 0.
 0.         0.         0.4024934  0.3109286  0.         0.
 0.         0.4024934  0.3163092  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.3211824595928192,False,"[0.33877355 0.         0.         0.         0.4024934  0.32034075
 0.         0.         0.         0.4024934  0.3109286  0.
 0.         0.         0.4024934  0.3163092  0.         0.
 0.         0.4024934  0.32118246 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.25582]], shape=(1, 1), dtype=float32)"
"[0.33877355 0.         0.         0.         0.4024934  0.32034075
 0.         0.         0.         0.4024934  0.3109286  0.
 0.         0.         0.4024934  0.3163092  0.         0.
 0.         0.4024934  0.32118246 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.30682725]], shape=(1, 1), dtype=float32)",-0.35571460127830506,False,"[0.32034075 0.         0.         0.         0.4024934  0.3109286
 0.         0.         0.         0.4024934  0.3163092  0.
 0.         0.         0.4024934  0.32118246 0.         0.
 0.         0.4024934  0.32503188 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.6761416]], shape=(1, 1), dtype=float32)"
"[0.32034075 0.         0.         0.         0.4024934  0.3109286
 0.         0.         0.         0.4024934  0.3163092  0.
 0.         0.         0.4024934  0.32118246 0.         0.
 0.         0.4024934  0.32503188 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.39173736572265627,False,"[0.3109286  0.         0.         0.         0.4024934  0.3163092
 0.         0.         0.         0.4024934  0.32118246 0.
 0.         0.         0.4024934  0.32503188 0.         0.
 0.         0.4024934  0.3224201  0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.973074]], shape=(1, 1), dtype=float32)"
"[0.3109286  0.         0.         0.         0.4024934  0.3163092
 0.         0.         0.         0.4024934  0.32118246 0.
 0.         0.         0.4024934  0.32503188 0.         0.
 0.         0.4024934  0.3224201  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.406515634059906,False,"[0.3163092  0.         0.         0.         0.4024934  0.32118246
 0.         0.         0.         0.4024934  0.32503188 0.
 0.         0.         0.4024934  0.3224201  0.         0.
 0.         0.4024934  0.30651563 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.036625]], shape=(1, 1), dtype=float32)"
"[0.3163092  0.         0.         0.         0.4024934  0.32118246
 0.         0.         0.         0.4024934  0.32503188 0.
 0.         0.         0.4024934  0.3224201  0.         0.
 0.         0.4024934  0.30651563 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.1865184]], shape=(1, 1), dtype=float32)",-0.31874790489673616,False,"[0.32118246 0.         0.         0.         0.4024934  0.32503188
 0.         0.         0.         0.4024934  0.3224201  0.
 0.         0.         0.4024934  0.30651563 0.         0.
 0.         0.4024934  0.30009606 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.9773096]], shape=(1, 1), dtype=float32)"
"[0.32118246 0.         0.         0.         0.4024934  0.32503188
 0.         0.         0.         0.4024934  0.3224201  0.
 0.         0.         0.4024934  0.30651563 0.         0.
 0.         0.4024934  0.30009606 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.38049105405807493,False,"[0.32503188 0.         0.         0.         0.4024934  0.3224201
 0.         0.         0.         0.4024934  0.30651563 0.
 0.         0.         0.4024934  0.30009606 0.         0.
 0.         0.4024934  0.2991429  0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.12779]], shape=(1, 1), dtype=float32)"
"[0.32503188 0.         0.         0.         0.4024934  0.3224201
 0.         0.         0.         0.4024934  0.30651563 0.
 0.         0.         0.4024934  0.30009606 0.         0.
 0.         0.4024934  0.2991429  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.38715255856513975,False,"[0.3224201  0.         0.         0.         0.4024934  0.30651563
 0.         0.         0.         0.4024934  0.30009606 0.
 0.         0.         0.4024934  0.2991429  0.         0.
 0.         0.4024934  0.28715256 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.24536]], shape=(1, 1), dtype=float32)"
"[0.3224201  0.         0.         0.         0.4024934  0.30651563
 0.         0.         0.         0.4024934  0.30009606 0.
 0.         0.         0.4024934  0.2991429  0.         0.
 0.         0.4024934  0.28715256 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.7695537]], shape=(1, 1), dtype=float32)",-0.36252334117889407,False,"[0.30651563 0.         0.         0.         0.4024934  0.30009606
 0.         0.         0.         0.4024934  0.2991429  0.
 0.         0.         0.4024934  0.28715256 0.         0.
 0.         0.4024934  0.28556797 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8267296]], shape=(1, 1), dtype=float32)"
"[0.30651563 0.         0.         0.         0.4024934  0.30009606
 0.         0.         0.         0.4024934  0.2991429  0.
 0.         0.         0.4024934  0.28715256 0.         0.
 0.         0.4024934  0.28556797 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.29789711236953736,False,"[0.30009606 0.         0.         0.         0.4024934  0.2991429
 0.         0.         0.         0.4024934  0.28715256 0.
 0.         0.         0.4024934  0.28556797 0.         0.
 0.         0.4024934  0.27485248 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.2043]], shape=(1, 1), dtype=float32)"
"[0.30009606 0.         0.         0.         0.4024934  0.2991429
 0.         0.         0.         0.4024934  0.28715256 0.
 0.         0.         0.4024934  0.28556797 0.         0.
 0.         0.4024934  0.27485248 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.25266188383102417,False,"[0.2991429  0.         0.         0.         0.4024934  0.28715256
 0.         0.         0.         0.4024934  0.28556797 0.
 0.         0.         0.4024934  0.27485248 0.         0.
 0.         0.4024934  0.25266188 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.058344]], shape=(1, 1), dtype=float32)"
"[0.2991429  0.         0.         0.         0.4024934  0.28715256
 0.         0.         0.         0.4024934  0.28556797 0.
 0.         0.         0.4024934  0.27485248 0.         0.
 0.         0.4024934  0.25266188 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.32229206562042234,False,"[0.28715256 0.         0.         0.         0.4024934  0.28556797
 0.         0.         0.         0.4024934  0.27485248 0.
 0.         0.         0.4024934  0.25266188 0.         0.
 0.         0.4024934  0.22229207 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.361809]], shape=(1, 1), dtype=float32)"
"[0.28715256 0.         0.         0.         0.4024934  0.28556797
 0.         0.         0.         0.4024934  0.27485248 0.
 0.         0.         0.4024934  0.25266188 0.         0.
 0.         0.4024934  0.22229207 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.3163242548704147,False,"[0.28556797 0.         0.         0.         0.4024934  0.27485248
 0.         0.         0.         0.4024934  0.25266188 0.
 0.         0.         0.4024934  0.22229207 0.         0.
 0.         0.4024934  0.21632425 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.366426]], shape=(1, 1), dtype=float32)"
"[0.28556797 0.         0.         0.         0.4024934  0.27485248
 0.         0.         0.         0.4024934  0.25266188 0.
 0.         0.         0.4024934  0.22229207 0.         0.
 0.         0.4024934  0.21632425 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.68427664]], shape=(1, 1), dtype=float32)",-0.23784390985965728,False,"[0.27485248 0.         0.         0.         0.4024934  0.25266188
 0.         0.         0.         0.4024934  0.22229207 0.
 0.         0.         0.4024934  0.21632425 0.         0.
 0.         0.4024934  0.20627157 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.6473534]], shape=(1, 1), dtype=float32)"
"[0.27485248 0.         0.         0.         0.4024934  0.25266188
 0.         0.         0.         0.4024934  0.22229207 0.
 0.         0.         0.4024934  0.21632425 0.         0.
 0.         0.4024934  0.20627157 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.45513266]], shape=(1, 1), dtype=float32)",-0.21595692932605742,False,"[0.25266188 0.         0.         0.         0.4024934  0.22229207
 0.         0.         0.         0.4024934  0.21632425 0.
 0.         0.         0.4024934  0.20627157 0.         0.
 0.         0.4024934  0.19304253 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.5303951]], shape=(1, 1), dtype=float32)"
"[0.25266188 0.         0.         0.         0.4024934  0.22229207
 0.         0.         0.         0.4024934  0.21632425 0.
 0.         0.         0.4024934  0.20627157 0.         0.
 0.         0.4024934  0.19304253 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.22864004373550414,False,"[0.22229207 0.         0.         0.         0.4024934  0.21632425
 0.         0.         0.         0.4024934  0.20627157 0.
 0.         0.         0.4024934  0.19304253 0.         0.
 0.         0.4024934  0.18312678 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.418304]], shape=(1, 1), dtype=float32)"
"[0.22229207 0.         0.         0.         0.4024934  0.21632425
 0.         0.         0.         0.4024934  0.20627157 0.
 0.         0.         0.4024934  0.19304253 0.         0.
 0.         0.4024934  0.18312678 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",-0.18350371718406677,False,"[0.21632425 0.         0.         0.         0.4024934  0.20627157
 0.         0.         0.         0.4024934  0.19304253 0.
 0.         0.         0.4024934  0.18312678 0.         0.
 0.         0.4024934  0.18350372 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.56989]], shape=(1, 1), dtype=float32)"
"[0.21632425 0.         0.         0.         0.4024934  0.20627157
 0.         0.         0.         0.4024934  0.19304253 0.
 0.         0.         0.4024934  0.18312678 0.         0.
 0.         0.4024934  0.18350372 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.29122633337974546,False,"[0.20627157 0.         0.         0.         0.4024934  0.19304253
 0.         0.         0.         0.4024934  0.18312678 0.
 0.         0.         0.4024934  0.18350372 0.         0.
 0.         0.4024934  0.19122633 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.48926]], shape=(1, 1), dtype=float32)"
"[0.20627157 0.         0.         0.         0.4024934  0.19304253
 0.         0.         0.         0.4024934  0.18312678 0.
 0.         0.         0.4024934  0.18350372 0.         0.
 0.         0.4024934  0.19122633 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.23762111]], shape=(1, 1), dtype=float32)",-0.25815349817276,False,"[0.19304253 0.         0.         0.         0.4024934  0.18312678
 0.         0.         0.         0.4024934  0.18350372 0.
 0.         0.         0.4024934  0.19122633 0.         0.
 0.         0.4024934  0.18191561 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.805622]], shape=(1, 1), dtype=float32)"
"[0.19304253 0.         0.         0.         0.4024934  0.18312678
 0.         0.         0.         0.4024934  0.18350372 0.
 0.         0.         0.4024934  0.19122633 0.         0.
 0.         0.4024934  0.18191561 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.368871]], shape=(1, 1), dtype=float32)",-0.1869177535176277,False,"[0.18312678 0.         0.         0.         0.4024934  0.18350372
 0.         0.         0.         0.4024934  0.19122633 0.
 0.         0.         0.4024934  0.18191561 0.         0.
 0.         0.4024934  0.17379276 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.5806429]], shape=(1, 1), dtype=float32)"
"[0.18312678 0.         0.         0.         0.4024934  0.18350372
 0.         0.         0.         0.4024934  0.19122633 0.
 0.         0.         0.4024934  0.18191561 0.         0.
 0.         0.4024934  0.17379276 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",-0.2299374371767044,False,"[0.18350372 0.         0.         0.         0.4024934  0.19122633
 0.         0.         0.         0.4024934  0.18191561 0.
 0.         0.         0.4024934  0.17379276 0.         0.
 0.         0.4024934  0.16682453 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.090786]], shape=(1, 1), dtype=float32)"
